Production_Year,Month,States_In_Number,Variety_Rank,Modal Price,Import(Quantity in lakh bales of 170 kgs),Export(Quantity in lakh bales of 170 kgs)
2012,1,1,56,3873.636364,7.51,129.57
2012,2,1,56,3721.388889,7.51,129.57
2012,3,1,56,3576.388889,7.51,129.57
2012,4,1,56,3623.846154,7.51,129.57
2012,5,1,56,3684.5,7.51,129.57
2012,6,1,56,3450,7.51,129.57
2012,7,1,56,3450,7.51,129.57
2012,8,1,56,3455,7.51,129.57
2012,9,1,56,3450,7.51,129.57
2012,10,1,56,3800,7.51,129.57
2012,11,1,56,3913.142857,7.51,129.57
2012,12,1,56,3841,7.51,129.57
2012,1,1,56,3862.916667,7.51,129.57
2012,2,1,56,3736.190476,7.51,129.57
2012,3,1,56,3540,7.51,129.57
2012,4,1,56,3681.176471,7.51,129.57
2012,5,1,56,3550,7.51,129.57
2012,6,1,56,3516.666667,7.51,129.57
2012,7,1,56,3521.428571,7.51,129.57
2012,8,1,56,3562.5,7.51,129.57
2012,9,1,56,3568.75,7.51,129.57
2012,10,1,56,3541.666667,7.51,129.57
2012,11,1,56,3883.333333,7.51,129.57
2012,12,1,56,3883.75,7.51,129.57
2012,3,1,75,3400,7.51,129.57
2012,9,1,75,3500,7.51,129.57
2012,3,1,34,3550,7.51,129.57
2012,10,1,34,3400,7.51,129.57
2012,1,1,56,3975,7.51,129.57
2012,2,1,56,3850,7.51,129.57
2012,3,1,56,3671.111111,7.51,129.57
2012,4,1,56,3697.368421,7.51,129.57
2012,5,1,56,3794,7.51,129.57
2012,6,1,56,3447.058824,7.51,129.57
2012,7,1,56,3575,7.51,129.57
2012,8,1,56,3900,7.51,129.57
2012,9,1,56,3833.333333,7.51,129.57
2012,10,1,56,3897,7.51,129.57
2012,11,1,56,3953,7.51,129.57
2012,12,1,56,3854.285714,7.51,129.57
2012,1,1,56,3913.333333,7.51,129.57
2012,8,1,50,3550,7.51,129.57
2012,9,1,50,3433.333333,7.51,129.57
2012,10,1,50,3783.333333,7.51,129.57
2012,11,1,50,3927.9375,7.51,129.57
2012,12,1,50,3900,7.51,129.57
2012,8,1,56,3450,7.51,129.57
2012,9,1,56,3425,7.51,129.57
2012,10,1,56,3450,7.51,129.57
2012,11,1,56,3450,7.51,129.57
2012,9,1,50,3583.333333,7.51,129.57
2012,10,1,50,3550,7.51,129.57
2012,12,1,50,3900,7.51,129.57
2012,1,1,56,3858.181818,7.51,129.57
2012,2,1,56,3717.105263,7.51,129.57
2012,3,1,56,3522.727273,7.51,129.57
2012,4,1,56,3530,7.51,129.57
2012,5,1,56,3400,7.51,129.57
2012,6,1,56,3400,7.51,129.57
2012,7,1,56,3366.666667,7.51,129.57
2012,8,1,56,3400,7.51,129.57
2012,9,1,56,3400,7.51,129.57
2012,10,1,56,3775,7.51,129.57
2012,11,1,56,3898.9375,7.51,129.57
2012,12,1,56,3866.538462,7.51,129.57
2012,3,1,53,3538.75,7.51,129.57
2012,4,1,53,3504.4,7.51,129.57
2012,3,1,56,3448.235294,7.51,129.57
2012,4,1,56,3422,7.51,129.57
2012,5,1,56,3552.777778,7.51,129.57
2012,6,1,56,3400,7.51,129.57
2012,7,1,56,3400,7.51,129.57
2012,8,1,56,3400,7.51,129.57
2012,9,1,56,3400,7.51,129.57
2012,10,1,56,3625,7.51,129.57
2012,11,1,56,3847,7.51,129.57
2012,12,1,56,3811.555556,7.51,129.57
2012,9,1,20,3400,7.51,129.57
2012,10,1,20,3400,7.51,129.57
2012,9,1,34,3400,7.51,129.57
2012,10,1,34,3400,7.51,129.57
2012,11,1,34,3850,7.51,129.57
2012,1,1,56,3850,7.51,129.57
2012,9,1,56,3350,7.51,129.57
2012,10,1,56,3400,7.51,129.57
2012,4,1,27,3575,7.51,129.57
2012,8,1,27,3350,7.51,129.57
2012,9,1,27,3350,7.51,129.57
2012,1,1,18,3625,7.51,129.57
2012,9,1,18,3350,7.51,129.57
2012,1,1,76,3781.818182,7.51,129.57
2012,2,1,76,3696.666667,7.51,129.57
2012,3,1,76,3468.75,7.51,129.57
2012,4,1,76,3580,7.51,129.57
2012,5,1,76,3514,7.51,129.57
2012,6,1,76,3500,7.51,129.57
2012,7,1,76,3450,7.51,129.57
2012,8,1,76,3400,7.51,129.57
2012,9,1,76,3350,7.51,129.57
2012,10,1,76,3570,7.51,129.57
2012,11,1,76,3849.111111,7.51,129.57
2012,12,1,76,3865,7.51,129.57
2012,2,1,59,3850,7.51,129.57
2012,3,1,59,3400,7.51,129.57
2012,4,1,59,3535,7.51,129.57
2012,5,1,59,3500,7.51,129.57
2012,6,1,59,3500,7.51,129.57
2012,8,1,59,3350,7.51,129.57
2012,10,1,59,3850,7.51,129.57
2012,12,1,38,3880,7.51,129.57
2012,4,1,56,3650,7.51,129.57
2012,5,1,56,4000,7.51,129.57
2012,11,1,56,3821.666667,7.51,129.57
2012,11,1,9,3650,7.51,129.57
2012,4,1,34,3685,7.51,129.57
2012,10,1,34,3650,7.51,129.57
2012,11,1,34,3670,7.51,129.57
2012,12,1,34,3717.857143,7.51,129.57
2012,9,1,53,3300,7.51,129.57
2012,11,1,53,3900,7.51,129.57
2012,8,1,54,3300,7.51,129.57
2012,1,1,56,3944.444444,7.51,129.57
2012,2,1,56,3799.583333,7.51,129.57
2012,3,1,56,3620,7.51,129.57
2012,4,1,56,3472.727273,7.51,129.57
2012,5,1,56,3575,7.51,129.57
2012,6,1,56,3850,7.51,129.57
2012,7,1,56,3300,7.51,129.57
2012,8,1,56,3300,7.51,129.57
2012,9,1,56,3300,7.51,129.57
2012,10,1,56,3875.142857,7.51,129.57
2012,11,1,56,3942.266667,7.51,129.57
2012,12,1,56,3866.666667,7.51,129.57
2012,1,1,56,3803.076923,7.51,129.57
2012,2,1,56,3778.461538,7.51,129.57
2012,3,1,56,3414.285714,7.51,129.57
2012,4,1,56,3545.555556,7.51,129.57
2012,5,1,56,3383.333333,7.51,129.57
2012,11,1,76,3600,7.51,129.57
2012,1,1,59,3876.666667,7.51,129.57
2012,11,1,59,3868,7.51,129.57
2012,12,1,59,3850,7.51,129.57
2012,3,1,56,3542.857143,7.51,129.57
2012,4,1,56,3616.666667,7.51,129.57
2012,5,1,56,3550,7.51,129.57
2012,6,1,56,3528.571429,7.51,129.57
2012,7,1,56,3450,7.51,129.57
2012,8,1,56,3450,7.51,129.57
2012,9,1,56,3450,7.51,129.57
2012,10,1,56,3450,7.51,129.57
2012,11,1,56,3799.333333,7.51,129.57
2012,12,1,56,3900,7.51,129.57
2012,12,1,56,3900,7.51,129.57
2012,1,1,50,3891.666667,7.51,129.57
2012,4,1,50,3650,7.51,129.57
2012,11,1,50,3887.5,7.51,129.57
2012,12,1,50,3900,7.51,129.57
2012,1,1,56,3792.307692,7.51,129.57
2012,2,1,56,3646.666667,7.51,129.57
2012,3,1,56,3340.909091,7.51,129.57
2012,4,1,56,3550,7.51,129.57
2012,11,1,56,3890.384615,7.51,129.57
2012,12,1,56,3859.090909,7.51,129.57
2014,1,1,57,5200,11.51,116.96
2014,2,1,57,5091.666667,11.51,116.96
2015,2,1,57,4100,14.39,57.72
2015,3,1,57,4100,14.39,57.72
2016,4,1,57,4500,22.79,69.07
2014,2,1,34,5200,11.51,116.96
2014,1,1,57,4700,11.51,116.96
2009,1,1,29,2650,10,35
2009,2,1,29,2575,10,35
2009,3,1,29,2550,10,35
2009,4,1,29,2566.666667,10,35
2009,5,1,29,2750,10,35
2009,6,1,29,2840,10,35
2009,7,1,29,2807.142857,10,35
2009,8,1,29,2716.666667,10,35
2009,9,1,29,2566.666667,10,35
2009,10,1,29,2583.333333,10,35
2009,11,1,29,2714.545455,10,35
2009,12,1,29,2850,10,35
2010,1,1,29,2930,6,83
2010,2,1,29,2960,6,83
2010,3,1,29,3000,6,83
2010,4,1,29,3050,6,83
2010,5,1,29,2950,6,83
2010,6,1,29,3060,6,83
2010,7,1,29,3130,6,83
2010,8,1,29,3200,6,83
2010,9,1,29,3450,6,83
2010,10,1,29,3900,6,83
2010,11,1,29,4050,6,83
2010,12,1,29,3700,6,83
2011,1,1,29,4371.428571,2.38,76.5
2011,2,1,29,5600,2.38,76.5
2011,3,1,29,5766.666667,2.38,76.5
2011,4,1,29,6150,2.38,76.5
2011,5,1,29,4600,2.38,76.5
2011,7,1,29,3900,2.38,76.5
2011,8,1,29,3640,2.38,76.5
2011,9,1,29,3787.5,2.38,76.5
2011,10,1,29,3900,2.38,76.5
2011,11,1,29,3830,2.38,76.5
2011,12,1,29,3850,2.38,76.5
2012,1,1,29,3830,7.51,129.57
2012,2,1,29,3766.666667,7.51,129.57
2012,4,1,29,3700,7.51,129.57
2012,5,1,29,3725,7.51,129.57
2012,6,1,29,3800,7.51,129.57
2012,7,1,29,3600,7.51,129.57
2012,8,1,29,3600,7.51,129.57
2012,9,1,29,4900,7.51,129.57
2013,12,1,29,3400,14.59,101.43
2010,8,1,15,3100,6,83
2009,6,1,29,2800,10,35
2012,8,1,65,4500,7.51,129.57
2010,7,1,55,3000,6,83
2009,1,1,29,3050,10,35
2009,2,1,29,3050,10,35
2014,4,1,56,4300,11.51,116.96
2014,12,1,65,3825,11.51,116.96
2015,1,1,65,4068.75,14.39,57.72
2015,2,1,65,4180,14.39,57.72
2015,3,1,65,3700,14.39,57.72
2015,4,1,65,4100,14.39,57.72
2015,5,1,65,4095,14.39,57.72
2015,6,1,65,4226.666667,14.39,57.72
2015,7,1,65,4194.5,14.39,57.72
2015,8,1,65,4240.555556,14.39,57.72
2015,9,1,65,4433.333333,14.39,57.72
2015,10,1,65,4500,14.39,57.72
2015,11,1,65,4350,14.39,57.72
2015,12,1,65,4352.5,14.39,57.72
2016,1,1,65,4300,22.79,69.07
2016,3,1,65,4381.25,22.79,69.07
2016,4,1,65,4200,22.79,69.07
2013,1,1,45,4000,14.59,101.43
2016,3,1,45,4450,22.79,69.07
2016,5,1,45,4600,22.79,69.07
2016,7,1,45,4550,22.79,69.07
2009,9,1,29,3150,10,35
2009,10,1,29,3050,10,35
2010,1,1,29,3050,6,83
2010,2,1,29,3050,6,83
2010,3,1,29,3100,6,83
2010,4,1,29,3112.5,6,83
2010,9,1,29,3832.142857,6,83
2010,10,1,29,4063.636364,6,83
2010,11,1,29,3880,6,83
2011,9,1,29,3550,2.38,76.5
2011,10,1,29,4400,2.38,76.5
2012,1,1,29,4350,7.51,129.57
2012,2,1,29,4250,7.51,129.57
2012,5,1,29,3812.5,7.51,129.57
2012,6,1,29,3710,7.51,129.57
2012,7,1,29,4281.25,7.51,129.57
2012,8,1,29,4675,7.51,129.57
2012,9,1,29,4225,7.51,129.57
2012,10,1,29,3772.222222,7.51,129.57
2012,11,1,29,3911.428571,7.51,129.57
2012,12,1,29,4130,7.51,129.57
2013,1,1,29,4071.666667,14.59,101.43
2013,2,1,29,3825,14.59,101.43
2013,3,1,29,3725,14.59,101.43
2013,4,1,29,4050,14.59,101.43
2013,5,1,29,3450,14.59,101.43
2013,6,1,29,4558.333333,14.59,101.43
2013,7,1,29,4757.142857,14.59,101.43
2013,8,1,29,4850,14.59,101.43
2013,9,1,29,4650,14.59,101.43
2013,10,1,29,4500,14.59,101.43
2014,1,1,29,4900,11.51,116.96
2016,2,1,29,4450,22.79,69.07
2016,3,1,29,4612.5,22.79,69.07
2016,4,1,29,4794,22.79,69.07
2016,5,1,29,4900,22.79,69.07
2016,6,1,29,5075,22.79,69.07
2016,7,1,29,5071.428571,22.79,69.07
2016,8,1,29,5750,22.79,69.07
2016,9,1,29,5100,22.79,69.07
2017,1,1,29,5100,30.94,58.21
2017,3,1,29,5183.333333,30.94,58.21
2017,4,1,29,5400,30.94,58.21
2017,6,1,29,5300,30.94,58.21
2017,7,1,29,5250,30.94,58.21
2011,8,1,19,3075,2.38,76.5
2011,8,1,44,3100,2.38,76.5
2011,8,1,57,3050,2.38,76.5
2014,3,1,57,4400,11.51,116.96
2014,4,1,57,4579.166667,11.51,116.96
2014,5,1,57,4817.647059,11.51,116.96
2014,6,1,57,4641.176471,11.51,116.96
2014,7,1,57,4721.428571,11.51,116.96
2014,8,1,57,4473,11.51,116.96
2014,9,1,57,4725,11.51,116.96
2014,10,1,57,3932.5,11.51,116.96
2014,11,1,57,4021.25,11.51,116.96
2014,12,1,57,4116.666667,11.51,116.96
2015,1,1,57,3800,14.39,57.72
2015,2,1,57,4050,14.39,57.72
2015,3,1,57,3800,14.39,57.72
2015,4,1,57,3933.333333,14.39,57.72
2015,5,1,57,3800,14.39,57.72
2015,6,1,57,4030,14.39,57.72
2015,7,1,57,4056.875,14.39,57.72
2015,8,1,57,4111.666667,14.39,57.72
2015,9,1,57,4025,14.39,57.72
2015,11,1,57,4025,14.39,57.72
2015,12,1,57,3983.333333,14.39,57.72
2016,1,1,57,4130,22.79,69.07
2016,2,1,57,4330,22.79,69.07
2016,3,1,57,4295,22.79,69.07
2016,4,1,57,4100,22.79,69.07
2016,5,1,57,4000,22.79,69.07
2016,6,1,57,4500,22.79,69.07
2016,7,1,57,4675,22.79,69.07
2016,8,1,57,4600,22.79,69.07
2016,10,1,57,4400,22.79,69.07
2017,1,1,57,5050,30.94,58.21
2017,2,1,57,4950,30.94,58.21
2017,3,1,57,5500,30.94,58.21
2017,4,1,57,5400,30.94,58.21
2017,5,1,57,5200,30.94,58.21
2017,6,1,57,5233.333333,30.94,58.21
2017,7,1,57,5090,30.94,58.21
2017,8,1,57,4966.666667,30.94,58.21
2017,9,1,57,4710,30.94,58.21
2014,3,1,34,4000,11.51,116.96
2012,2,1,69,3833,7.51,129.57
2012,2,1,63,3729,7.51,129.57
2014,3,1,24,4138,11.51,116.96
2013,2,1,53,3750,14.59,101.43
2013,6,1,53,3750,14.59,101.43
2012,3,1,56,3436.5,7.51,129.57
2012,4,1,56,3416.230769,7.51,129.57
2012,5,1,56,3486.222222,7.51,129.57
2012,6,1,56,3560.916667,7.51,129.57
2012,7,1,56,3495.75,7.51,129.57
2012,8,1,56,3719.5,7.51,129.57
2012,9,1,56,3683.333333,7.51,129.57
2012,10,1,56,3495.833333,7.51,129.57
2012,11,1,56,3520,7.51,129.57
2012,12,1,56,3536.833333,7.51,129.57
2013,1,1,56,3770,14.59,101.43
2013,2,1,56,3750,14.59,101.43
2013,3,1,56,3657.142857,14.59,101.43
2013,4,1,56,3728.375,14.59,101.43
2013,5,1,56,3812.5,14.59,101.43
2013,6,1,56,3787.666667,14.59,101.43
2013,7,1,56,3837.5,14.59,101.43
2013,8,1,56,3775,14.59,101.43
2013,9,1,56,3775,14.59,101.43
2013,11,1,56,3758.5,14.59,101.43
2013,12,1,56,3862.5,14.59,101.43
2014,3,1,56,3870.666667,11.51,116.96
2014,4,1,56,4150,11.51,116.96
2014,5,1,56,4400,11.51,116.96
2014,3,1,75,4400,11.51,116.96
2014,5,1,75,4400,11.51,116.96
2016,11,1,79,5900,22.79,69.07
2017,2,1,79,5800,30.94,58.21
2014,1,1,45,4000,11.51,116.96
2015,1,1,45,3900,14.39,57.72
2016,7,1,45,5400,22.79,69.07
2016,11,1,45,5900,22.79,69.07
2017,6,1,45,5200,30.94,58.21
2009,5,1,29,2750,10,35
2010,1,1,29,3050,6,83
2013,12,1,29,3897.142857,14.59,101.43
2014,1,1,29,4050.9375,11.51,116.96
2014,2,1,29,4107.4,11.51,116.96
2014,3,1,29,4230,11.51,116.96
2014,4,1,29,4423.125,11.51,116.96
2014,5,1,29,4297.875,11.51,116.96
2014,6,1,29,4150,11.51,116.96
2014,7,1,29,4056.375,11.51,116.96
2014,8,1,29,4359.375,11.51,116.96
2014,9,1,29,4487.5,11.51,116.96
2014,10,1,29,4050,11.51,116.96
2014,11,1,29,3916.666667,11.51,116.96
2014,12,1,29,3856.25,11.51,116.96
2015,1,1,29,3962.5,14.39,57.72
2015,2,1,29,4000,14.39,57.72
2015,3,1,29,4030,14.39,57.72
2015,4,1,29,4171.428571,14.39,57.72
2015,5,1,29,4250,14.39,57.72
2015,6,1,29,4150,14.39,57.72
2015,7,1,29,4150,14.39,57.72
2015,8,1,29,4200,14.39,57.72
2015,9,1,29,4366.666667,14.39,57.72
2015,10,1,29,4200,14.39,57.72
2015,11,1,29,4180,14.39,57.72
2015,12,1,29,4150,14.39,57.72
2016,1,1,29,4150,22.79,69.07
2016,2,1,29,4150,22.79,69.07
2016,3,1,29,4150,22.79,69.07
2016,4,1,29,4200,22.79,69.07
2016,5,1,29,4258.333333,22.79,69.07
2016,6,1,29,4478.571429,22.79,69.07
2016,7,1,29,5110,22.79,69.07
2016,8,1,29,5750,22.79,69.07
2016,9,1,29,5650,22.79,69.07
2016,10,1,29,5420,22.79,69.07
2016,11,1,29,5800,22.79,69.07
2016,12,1,29,5800,22.79,69.07
2017,1,1,29,5680,30.94,58.21
2017,2,1,29,5320,30.94,58.21
2017,3,1,29,5800,30.94,58.21
2017,4,1,29,5566.666667,30.94,58.21
2017,5,1,29,5500,30.94,58.21
2017,6,1,29,5180,30.94,58.21
2017,7,1,29,5250,30.94,58.21
2017,8,1,29,5000,30.94,58.21
2017,9,1,29,5050,30.94,58.21
2017,3,1,68,5500,30.94,58.21
2011,9,1,57,3341.083333,2.38,76.5
2011,10,1,57,3365.8,2.38,76.5
2011,11,1,57,3424,2.38,76.5
2012,1,1,57,3489.25,7.51,129.57
2012,2,1,57,3519,7.51,129.57
2012,2,1,34,3601.818182,7.51,129.57
2012,3,1,34,3216.5,7.51,129.57
2012,8,1,34,4000,7.51,129.57
2013,6,1,34,3750,14.59,101.43
2012,5,1,57,3025,7.51,129.57
2013,9,1,57,3750,14.59,101.43
2013,10,1,57,4125,14.59,101.43
2013,11,1,57,3900,14.59,101.43
2013,12,1,57,3835.714286,14.59,101.43
2014,1,1,57,3858.333333,11.51,116.96
2014,2,1,57,3814.285714,11.51,116.96
2014,3,1,57,4050,11.51,116.96
2014,4,1,57,4150,11.51,116.96
2014,5,1,57,4300,11.51,116.96
2014,6,1,57,4250,11.51,116.96
2014,7,1,57,4183.333333,11.51,116.96
2014,8,1,57,4075,11.51,116.96
2014,9,1,57,4050,11.51,116.96
2014,10,1,57,4366.666667,11.51,116.96
2014,11,1,57,4250,11.51,116.96
2014,12,1,57,4083.333333,11.51,116.96
2015,1,1,57,4266.666667,14.39,57.72
2015,2,1,57,4500,14.39,57.72
2015,3,1,57,4200,14.39,57.72
2015,4,1,57,4100,14.39,57.72
2015,5,1,57,4100,14.39,57.72
2015,6,1,57,4350,14.39,57.72
2015,7,1,57,4100,14.39,57.72
2015,8,1,57,4100,14.39,57.72
2015,9,1,57,4100,14.39,57.72
2015,10,1,57,4100,14.39,57.72
2015,11,1,57,4125,14.39,57.72
2015,12,1,57,4150,14.39,57.72
2016,1,1,57,4150,22.79,69.07
2016,2,1,57,4150,22.79,69.07
2016,3,1,57,4150,22.79,69.07
2016,4,1,57,4150,22.79,69.07
2016,5,1,57,4125,22.79,69.07
2016,6,1,57,4150,22.79,69.07
2016,7,1,57,4150,22.79,69.07
2016,8,1,57,4150,22.79,69.07
2016,9,1,57,4175,22.79,69.07
2016,10,1,57,4150,22.79,69.07
2016,11,1,57,4125,22.79,69.07
2016,12,1,57,4150,22.79,69.07
2017,1,1,57,4125,30.94,58.21
2017,2,1,57,4150,30.94,58.21
2017,3,1,57,4150,30.94,58.21
2017,4,1,57,4150,30.94,58.21
2017,5,1,57,4150,30.94,58.21
2017,6,1,57,4150,30.94,58.21
2017,7,1,57,4150,30.94,58.21
2017,8,1,57,4150,30.94,58.21
2017,9,1,57,4150,30.94,58.21
2018,1,1,57,3575,15.8,67.59
2013,7,1,34,4000,14.59,101.43
2013,9,1,34,3850,14.59,101.43
2013,11,1,34,3750,14.59,101.43
2009,3,1,45,2550,10,35
2015,4,1,45,4050,14.39,57.72
2016,4,1,45,4700,22.79,69.07
2016,7,1,45,6100,22.79,69.07
2016,12,1,45,4750,22.79,69.07
2017,8,1,45,4650,30.94,58.21
2009,1,1,29,3012.5,10,35
2009,2,1,29,3060,10,35
2009,3,1,29,2775,10,35
2009,4,1,29,2600,10,35
2009,5,1,29,2750,10,35
2009,6,1,29,2737.5,10,35
2009,7,1,29,2726.666667,10,35
2009,8,1,29,2697.5,10,35
2009,9,1,29,2916.25,10,35
2009,10,1,29,3100,10,35
2009,11,1,29,3050,10,35
2009,12,1,29,3050,10,35
2010,1,1,29,3050,6,83
2010,2,1,29,3050,6,83
2010,3,1,29,3091.666667,6,83
2010,4,1,29,3111.666667,6,83
2010,5,1,29,3135.714286,6,83
2010,6,1,29,3120,6,83
2010,7,1,29,3100,6,83
2010,8,1,29,3100,6,83
2010,9,1,29,3927.777778,6,83
2010,10,1,29,4018.181818,6,83
2010,11,1,29,3937.5,6,83
2010,12,1,29,3900,6,83
2011,1,1,29,4190.909091,2.38,76.5
2011,2,1,29,4566.666667,2.38,76.5
2011,3,1,29,5344.444444,2.38,76.5
2011,4,1,29,5640,2.38,76.5
2011,5,1,29,4905.294118,2.38,76.5
2011,6,1,29,4796.153846,2.38,76.5
2011,7,1,29,4936.666667,2.38,76.5
2011,8,1,29,4710,2.38,76.5
2011,9,1,29,3946.875,2.38,76.5
2011,10,1,29,4260,2.38,76.5
2011,11,1,29,4316.666667,2.38,76.5
2011,12,1,29,3750,2.38,76.5
2012,1,1,29,4266.428571,7.51,129.57
2012,2,1,29,4316.666667,7.51,129.57
2012,3,1,29,3888.421053,7.51,129.57
2012,4,1,29,3665,7.51,129.57
2012,5,1,29,3680,7.51,129.57
2012,6,1,29,3693.636364,7.51,129.57
2012,7,1,29,4270,7.51,129.57
2012,8,1,29,4688.888889,7.51,129.57
2012,9,1,29,4064.444444,7.51,129.57
2012,10,1,29,3780,7.51,129.57
2012,11,1,29,3897.5,7.51,129.57
2012,12,1,29,4176.315789,7.51,129.57
2013,1,1,29,4150,14.59,101.43
2013,2,1,29,3823,14.59,101.43
2013,3,1,29,3800,14.59,101.43
2013,4,1,29,4078.571429,14.59,101.43
2013,5,1,29,3510,14.59,101.43
2013,6,1,29,4300.769231,14.59,101.43
2013,7,1,29,4830,14.59,101.43
2013,8,1,29,4770,14.59,101.43
2013,9,1,29,4761.538462,14.59,101.43
2013,10,1,29,4163,14.59,101.43
2013,11,1,29,3740,14.59,101.43
2013,12,1,29,3921,14.59,101.43
2014,1,1,29,4601.428571,11.51,116.96
2014,2,1,29,4841.25,11.51,116.96
2014,3,1,29,4759.111111,11.51,116.96
2014,4,1,29,4888.461538,11.51,116.96
2014,5,1,29,4890,11.51,116.96
2014,6,1,29,5023.636364,11.51,116.96
2014,7,1,29,5038.333333,11.51,116.96
2014,8,1,29,5011.428571,11.51,116.96
2014,9,1,29,4997.142857,11.51,116.96
2014,10,1,29,4321.714286,11.51,116.96
2014,11,1,29,3807.5,11.51,116.96
2014,12,1,29,3813.333333,11.51,116.96
2015,1,1,29,3920,14.39,57.72
2015,2,1,29,3932.5,14.39,57.72
2015,3,1,29,3994,14.39,57.72
2015,4,1,29,4043.636364,14.39,57.72
2015,5,1,29,4465.384615,14.39,57.72
2015,6,1,29,4227.272727,14.39,57.72
2015,7,1,29,4269,14.39,57.72
2015,8,1,29,4266.666667,14.39,57.72
2015,9,1,29,4529.166667,14.39,57.72
2015,10,1,29,4566.666667,14.39,57.72
2015,11,1,29,4583.333333,14.39,57.72
2015,12,1,29,4594.444444,14.39,57.72
2016,1,1,29,4378.571429,22.79,69.07
2016,2,1,29,4523.076923,22.79,69.07
2016,3,1,29,4450,22.79,69.07
2016,4,1,29,5021.428571,22.79,69.07
2016,5,1,29,4765,22.79,69.07
2016,6,1,29,4792.857143,22.79,69.07
2016,7,1,29,5875,22.79,69.07
2016,8,1,29,5590,22.79,69.07
2016,9,1,29,5387.5,22.79,69.07
2016,10,1,29,4901.428571,22.79,69.07
2016,11,1,29,4336.363636,22.79,69.07
2016,12,1,29,4781.818182,22.79,69.07
2017,1,1,29,4743.333333,30.94,58.21
2017,2,1,29,4890,30.94,58.21
2017,3,1,29,5112.5,30.94,58.21
2017,4,1,29,5178.571429,30.94,58.21
2017,5,1,29,5005.555556,30.94,58.21
2017,6,1,29,4995,30.94,58.21
2017,7,1,29,4707.142857,30.94,58.21
2017,8,1,29,4612.5,30.94,58.21
2017,9,1,29,4602,30.94,58.21
2018,1,1,29,4700,15.8,67.59
2009,3,1,15,2600,10,35
2011,1,1,15,3800,2.38,76.5
2012,10,1,15,3650,7.51,129.57
2010,8,1,57,3150,6,83
2015,2,1,57,3950,14.39,57.72
2017,1,1,57,4700,30.94,58.21
2016,1,1,63,3900,22.79,69.07
2011,11,1,65,3400,2.38,76.5
2012,1,1,65,3500,7.51,129.57
2012,2,1,65,3250,7.51,129.57
2012,3,1,65,3175,7.51,129.57
2012,4,1,65,3000,7.51,129.57
2011,5,1,57,3200,2.38,76.5
2014,4,1,70,3950,11.51,116.96
2013,6,1,53,3200,14.59,101.43
2013,8,1,53,3800,14.59,101.43
2016,6,1,53,4050,22.79,69.07
2017,1,1,53,4150,30.94,58.21
2017,2,1,53,4150,30.94,58.21
2017,7,1,53,4200,30.94,58.21
2013,5,1,54,3200,14.59,101.43
2014,6,1,54,3950,11.51,116.96
2015,4,1,54,3950,14.39,57.72
2016,1,1,54,4050,22.79,69.07
2016,3,1,54,4050,22.79,69.07
2011,6,1,42,3000,2.38,76.5
2013,4,1,56,3200,14.59,101.43
2013,5,1,56,3200,14.59,101.43
2013,6,1,56,3200,14.59,101.43
2013,7,1,56,3575,14.59,101.43
2013,8,1,56,3800,14.59,101.43
2013,9,1,56,3800,14.59,101.43
2013,11,1,56,3600,14.59,101.43
2013,12,1,56,3800,14.59,101.43
2014,1,1,56,3875,11.51,116.96
2014,2,1,56,3950,11.51,116.96
2014,3,1,56,3950,11.51,116.96
2014,4,1,56,3950,11.51,116.96
2014,5,1,56,3950,11.51,116.96
2014,6,1,56,3950,11.51,116.96
2014,7,1,56,3950,11.51,116.96
2014,8,1,56,3950,11.51,116.96
2014,9,1,56,3950,11.51,116.96
2014,10,1,56,3950,11.51,116.96
2014,11,1,56,3950,11.51,116.96
2014,12,1,56,3950,11.51,116.96
2015,1,1,56,3950,14.39,57.72
2015,2,1,56,3975,14.39,57.72
2015,3,1,56,3983.333333,14.39,57.72
2015,4,1,56,3958.333333,14.39,57.72
2015,5,1,56,3950,14.39,57.72
2015,6,1,56,3950,14.39,57.72
2015,7,1,56,3966.666667,14.39,57.72
2015,8,1,56,3945,14.39,57.72
2015,9,1,56,3950,14.39,57.72
2015,10,1,56,3950,14.39,57.72
2015,11,1,56,3992.857143,14.39,57.72
2015,12,1,56,4029.5,14.39,57.72
2016,1,1,56,4050,22.79,69.07
2016,2,1,56,4050,22.79,69.07
2016,3,1,56,4050,22.79,69.07
2016,4,1,56,4025,22.79,69.07
2016,5,1,56,4050,22.79,69.07
2016,6,1,56,4050,22.79,69.07
2016,7,1,56,4050,22.79,69.07
2016,8,1,56,4083.333333,22.79,69.07
2016,9,1,56,4100,22.79,69.07
2016,10,1,56,4125,22.79,69.07
2016,11,1,56,4133.333333,22.79,69.07
2016,12,1,56,4150,22.79,69.07
2017,1,1,56,4155,30.94,58.21
2017,2,1,56,4150,30.94,58.21
2017,3,1,56,4150,30.94,58.21
2017,4,1,56,4150,30.94,58.21
2017,5,1,56,4150,30.94,58.21
2017,6,1,56,4150,30.94,58.21
2017,7,1,56,4142.5,30.94,58.21
2017,8,1,56,4200,30.94,58.21
2017,9,1,56,4200,30.94,58.21
2018,1,1,56,4225,15.8,67.59
2018,2,1,56,4200,15.8,67.59
2009,1,1,57,2216.666667,10,35
2009,2,1,57,2300,10,35
2010,10,1,53,3300,6,83
2010,10,1,56,3300,6,83
2014,6,1,45,4400,11.51,116.96
2014,7,1,45,4400,11.51,116.96
2016,5,1,45,4210,22.79,69.07
