Production_Year,States_In_Number,Variety_Rank,Modal Price
2018,8,44,4934.195506126427
2018,8,55,4414.235042735043
2018,8,57,4911.232983340004
2018,8,65,4837.267462664284
2018,8,67,5139.713063331411
2018,9,57,5248.047008218768
2018,9,65,5535.432849453473
2018,9,70,5160.817880690326
2018,9,81,5157.3772045855385
2018,9,84,5036.8617428855605
2018,10,57,5280.499920592638
2018,10,65,5655.750152820013
2018,10,70,5216.8466849919905
2018,10,81,5306.0625
2018,10,82,5810.0
2018,10,87,5517.636796536797
2019,1,73,5371.4375
2019,1,89,5389.625
2019,2,29,4657.951222753854
2019,2,39,5282.660256410256
2019,2,42,4708.461538461539
2019,2,56,5250.0
2019,2,57,5081.916285147145
2019,2,58,5626.984126984128
2019,2,63,5200.0
2019,2,68,5200.0
2019,2,78,5075.0
2019,2,81,4927.632804232804
2019,2,86,6382.0
2019,3,28,4734.785714285714
2019,3,39,5286.520202020202
2019,3,50,5341.411464693913
2019,3,56,5314.101541514042
2019,3,57,5228.956869650175
2019,3,60,5378.194444444445
2019,3,65,5182.262897849198
2019,3,67,5392.986111111111
2019,3,75,5346.201503759398
2019,3,77,5169.285714285714
2019,3,83,5025.831699346405
2019,3,86,5426.95808003777
2019,4,14,5589.25
2019,4,29,4917.392230576441
2019,4,43,5269.75
2019,4,44,4573.0
2019,4,46,4909.686904761905
2019,4,51,4982.833333333333
2019,4,52,4923.0
2019,4,57,5418.5
2019,4,58,5031.58599651518
2019,4,66,5330.697883597883
2019,4,67,5457.765899122807
2019,4,72,5346.125
2019,4,74,5748.9959215167555
2019,4,90,6525.0
2019,5,18,5161.875
2019,5,48,5429.166666666667
2019,5,49,5469.983436853003
2019,5,56,5272.873847167325
2019,5,57,5103.563834583642
2019,5,59,5210.604166666666
2019,5,64,5383.803134020545
2019,5,65,5053.1523809523815
2019,5,73,4898.666434077618
2019,5,76,5340.594846491228
2019,5,78,5177.733233082707
2019,5,81,5228.79830304929
2019,5,84,5234.314251537936
2019,5,88,5310.6607252396725
2019,6,56,5239.326895900493
2019,6,63,5314.679359702797
2019,6,65,5234.966911764706
2019,6,71,5400.0
2019,6,73,5309.361764705883
2019,6,78,5400.0
2019,6,81,5328.592975206611
2019,6,83,5355.222222222223
2019,6,89,5169.645833333333
2019,7,9,5559.5
2019,7,56,5440.272727272728
2019,7,57,5351.711572245264
2019,7,70,5352.1755944440865
2019,7,84,5416.13888888889
2019,8,39,5424.950105042017
2019,8,44,5398.666666666666
2019,8,55,5210.25
2019,8,57,5338.717308608965
2019,8,65,5303.129152298725
2019,8,67,5294.762335526316
2019,9,57,5345.693181818181
2019,9,65,5561.973737373737
2019,9,70,5396.665523885837
2019,9,81,5466.666666666666
2019,9,84,5246.428571428572
2019,10,57,5406.362628432553
2019,10,65,5445.420509630828
2019,10,70,5422.099293067261
2019,10,81,5563.333333333334
2019,10,87,5688.233333333334
2020,2,29,4377.005548215227
2020,2,39,4804.285714285715
2020,2,56,5125.666666666667
2020,2,57,4371.436373439707
2020,2,58,4589.444444444444
2020,2,68,4676.386785723297
2020,2,78,5000.0
2020,2,81,4062.524586524586
2020,2,86,4700.0
2020,3,39,4947.553571428572
2020,3,50,4573.15775118048
2020,3,56,5189.6443001443
2020,3,57,4571.44458128959
2020,3,65,4325.617929292929
2020,3,75,5836.34396923987
2020,4,14,4055.972321428572
2020,4,29,4151.515288220552
2020,4,36,4468.125
2020,4,42,2760.833333333333
2020,4,43,4802.0
2020,4,46,4333.778711484594
2020,4,51,4348.146754831004
2020,4,52,5281.712962962963
2020,4,57,4639.233421472341
2020,4,58,4268.54567709501
2020,4,66,4412.842539045028
2020,4,67,4337.230219146482
2020,4,72,4140.590128968254
2020,4,74,5256.311208222286
2020,4,90,6525.0
2020,5,18,4622.329545454546
2020,5,49,4613.041485507246
2020,5,56,4883.057458068893
2020,5,57,4222.507887865878
2020,5,59,4243.878411876114
2020,5,64,4719.850542836364
2020,5,73,4818.142857142857
2020,5,76,4462.9952621630055
2020,5,78,4242.4201520942825
2020,5,81,4512.9419512179165
2020,5,84,4495.0040258485915
2020,6,56,5024.170826011597
2020,6,65,4604.666666666666
2020,7,57,4989.257289055973
2020,7,81,5103.256728778468
2020,7,84,5172.46697661313
2020,8,39,5315.84656084656
2020,8,44,5202.767857142857
2020,8,55,4505.964244089244
2020,8,57,4947.356008157552
2020,8,65,4768.53306240637
2020,8,67,4822.259838141137
2020,9,57,5045.355555555555
2020,9,65,5120.0
2020,9,70,5077.466222002636
2020,10,57,5004.396173423029
2020,10,65,5326.5577074322
2020,10,70,5069.548048191675
2020,10,87,5155.649350649351

