state,variety,Month,Year,Actual Price,Predicted Prices
Karnataka,MCU 5,01,2021,5153.875,5096.956123373155
Karnataka,MCU 5,02,2021,5484.75,5478.693764880953
Karnataka,MCU 5,03,2021,5536.714285714285,5508.077299818237
Karnataka,MCU 5,04,2021,5153.333333333333,5084.4556002331
Karnataka,Other,01,2021,4438.75,4754.9204333449525
Karnataka,Other,06,2021,6000.0,5554.504157473582
Karnataka,Other,07,2021,1000.0,5413.462879267855
Karnataka,Suyodhar  (Ginned),01,2021,5240.857142857143,5291.886298399984
Karnataka,Suyodhar  (Ginned),02,2021,6100.0,5690.553290839448
Karnataka,Suyodhar  (Ginned),03,2021,5608.0,5757.693727106227
Karnataka,Suyodhar  (Ginned),04,2021,5675.0,5741.839345238095
Karnataka,Suyodhar  (Ginned),05,2021,5085.333333333333,5117.264583333334
Karnataka,Varalakshmi  (Ginned),01,2021,6062.166666666667,5667.964925137943
Karnataka,Varalakshmi  (Ginned),02,2021,6126.785714285715,5898.860583704489
Karnataka,Varalakshmi  (Ginned),03,2021,5878.846153846154,5791.7745163425225
Karnataka,Varalakshmi  (Ginned),04,2021,6011.875,5927.227579365079
Karnataka,Varalakshmi  (Ginned),05,2021,4902.5,5014.160416666667
Karnataka,Varalakshmi  (Ginned),06,2021,5359.5,5739.525329635641
Karnataka,Varalakshmi  (Ginned),07,2021,5834.4,5714.779662698413
Madhya Pradesh,Cotton (Unginned),01,2021,5568.12,5491.079515002926
Madhya Pradesh,Cotton (Unginned),02,2021,6592.153846153846,6428.938693204512
Madhya Pradesh,DCH-32  (Ginned),02,2021,6315.909090909091,6124.613596871877
Madhya Pradesh,DCH-32  (Ginned),03,2021,6783.235294117647,6388.858395345973
Madhya Pradesh,DCH-32  (Ginned),04,2021,6425.0,6239.431319444446
Madhya Pradesh,DCH-32  (Ginned),05,2021,5030.0,5146.970188492063
Madhya Pradesh,DCH-32  (Ginned),06,2021,6665.0,5508.448275613277
Madhya Pradesh,DCH-32(Unginned),01,2021,7491.666666666667,6687.121108457514
Madhya Pradesh,DCH-32(Unginned),02,2021,7126.08,6453.065238058596
Madhya Pradesh,DCH-32(Unginned),03,2021,5635.714285714285,5883.582341269843
Madhya Pradesh,Desi,01,2021,5391.764705882353,5318.059837835883
Madhya Pradesh,Desi,02,2021,5671.470588235294,5724.099383928982
Madhya Pradesh,Desi,03,2021,5518.75,5492.204704393741
Madhya Pradesh,Desi,04,2021,5415.0,5415.748740842491
Madhya Pradesh,Desi,06,2021,5938.75,5796.8501638540865
Madhya Pradesh,H4,01,2021,5239.464912280701,5244.492849419006
Madhya Pradesh,H4,02,2021,5538.130434782609,5548.391967819576
Madhya Pradesh,H4,03,2021,5798.076923076923,5771.177139419463
Madhya Pradesh,H4,04,2021,5828.371428571429,5848.742570933971
Madhya Pradesh,H4,05,2021,5289.482758620689,5307.939410302308
Madhya Pradesh,H4,06,2021,5322.928571428572,5150.720889156102
Madhya Pradesh,LRA,01,2021,5807.0,5806.547023809523
Madhya Pradesh,LRA,02,2021,5810.5,5674.736855173132
Madhya Pradesh,Other,02,2021,5738.40625,5770.453569381303
Madhya Pradesh,Other,03,2021,5759.9842519685035,5742.78459941347
Madhya Pradesh,Other,04,2021,5532.378378378378,5623.836513115008
Madhya Pradesh,Other,05,2021,5407.931034482759,5413.320723589263
Madhya Pradesh,Other,06,2021,5475.166666666667,5227.341042417287
Maharashtra,Desi,01,2021,5562.637168141593,5568.116970209636
Maharashtra,Desi,02,2021,5695.454545454545,5686.891213475107
Maharashtra,Desi,03,2021,5705.473684210527,5624.750275273219
Maharashtra,Desi,04,2021,5575.181818181818,5605.969515993604
Maharashtra,H-4(A) 27mm FIne,01,2021,5655.772727272727,5660.56313118885
Maharashtra,H-4(A) 27mm FIne,02,2021,5813.548387096775,5810.043324008124
Maharashtra,H-4(A) 27mm FIne,03,2021,5914.705882352941,5921.871137129791
Maharashtra,H-4(A) 27mm FIne,04,2021,6000.0,6000.0
Maharashtra,H-4(A) 27mm FIne,05,2021,6000.0,6003.1967261904765
Maharashtra,LRA,01,2021,5518.928571428572,5517.91035116334
Maharashtra,LRA,02,2021,5540.625,5507.259063893624
Maharashtra,Other,01,2021,5541.669467787115,5532.805463871902
Maharashtra,Other,02,2021,5711.817480719795,5723.06007141356
Maharashtra,Other,03,2021,5888.026923076923,5870.974915736557
Maharashtra,Other,04,2021,5838.586206896552,5825.025684067505
Maharashtra,Other,05,2021,5961.363636363636,5930.0525657456565
Maharashtra,Other,06,2021,5707.0,5871.19601739513
Maharashtra,Other,07,2021,5820.0,5786.774128416055
Maharashtra,Varalaxmi,01,2021,5550.0,5553.146860056699
Maharashtra,Varalaxmi,02,2021,5677.5,5681.999796664849
Maharashtra,Varalaxmi,03,2021,5520.4,5455.344281952372
Maharashtra,Varalaxmi,04,2021,5150.0,5245.419119019495
Maharashtra,Varalaxmi,05,2021,5000.0,5279.8931607409395
Odisha,Bunny,01,2021,5599.982,5551.29630776862
Odisha,MECH-1,01,2021,5662.421052631579,5669.219034786935
Odisha,MECH-1,02,2021,5723.809523809524,5723.224573611532
Odisha,MECH-1,03,2021,5641.666666666667,5639.627525252525
Odisha,Other,01,2021,5706.115806451613,5692.365060590227
Odisha,Other,02,2021,5596.472962962963,5577.767305760168
Odisha,Other,03,2021,5350.0,5404.213909714856
Odisha,Other,04,2021,5350.0,5318.542791016703
Punjab,Narma BT Cotton,01,2021,5741.001219512194,5739.218733649375
Punjab,Narma BT Cotton,02,2021,5984.35,5992.333373478801
Punjab,Narma BT Cotton,03,2021,6097.193548387097,6097.706971559548
Punjab,Narma BT Cotton,04,2021,6259.285714285715,6243.56352252167
Punjab,Other,01,2021,5586.829268292683,5574.504646026737
Punjab,Other,02,2021,5742.173913043478,5743.720209518588
Punjab,Other,03,2021,5871.969696969697,5876.823287271866
Punjab,RCH-2,01,2021,5413.636363636364,5400.698467378463
Punjab,RCH-2,02,2021,5630.0,5627.477052536602
Punjab,RCH-2,03,2021,5818.75,5816.843914398509
Rajasthan,American,01,2021,5678.871621621622,5685.857658359257
Rajasthan,American,02,2021,5975.18661971831,5974.34945374628
Rajasthan,American,03,2021,6118.301418439716,6126.538043328466
Rajasthan,American,04,2021,6331.454545454545,6317.717798954519
Rajasthan,Desi,01,2021,5540.618421052632,5543.684638547868
Rajasthan,Desi,02,2021,5786.974358974359,5822.670197922673
Rajasthan,Desi,03,2021,6110.870967741936,6103.292365402967
Rajasthan,J-34,01,2021,5827.222222222223,5868.954290674603
Rajasthan,Other,01,2021,5354.758241758242,5340.371129985855
Rajasthan,Other,02,2021,5667.8983050847455,5727.263197594008
Rajasthan,Other,03,2021,5874.7307692307695,5879.691244022633
Tamil Nadu,GCH,07,2021,6150.0,4884.064922778545
Tamil Nadu,MCU 5,01,2021,4704.464285714285,4712.834095625144
Tamil Nadu,MCU 5,02,2021,5175.471698113208,5263.009619375027
Tamil Nadu,MCU 5,03,2021,5173.880597014925,5157.969378709211
Tamil Nadu,MCU 5,04,2021,5206.451612903225,5206.357859164857
Tamil Nadu,MCU 5,05,2021,5195.454545454545,5165.509301280234
Tamil Nadu,MCU 5,06,2021,5303.064516129032,5121.593001791474
Tamil Nadu,MCU 5,07,2021,5301.578947368421,5109.343373815284
Tamil Nadu,MCU-7,06,2021,6693.2588235294115,5404.108149297949
Tamil Nadu,MCU-7,07,2021,6451.9,5433.287129759452
Tamil Nadu,Other,01,2021,4350.698795180723,4673.3191405476855
Tamil Nadu,Other,02,2021,4608.742268041237,4754.926326601227
Tamil Nadu,Other,03,2021,5105.552447552447,5307.034668531277
Tamil Nadu,Other,04,2021,4926.009009009009,4994.080824750901
Tamil Nadu,Other,05,2021,4859.108695652174,4952.995088377898
Tamil Nadu,Other,06,2021,5129.568965517241,4833.42523966974
Tamil Nadu,Other,07,2021,5362.297872340426,4772.03025693487
Tamil Nadu,RCH-2,01,2021,4400.0,4429.182427374505
Tamil Nadu,RCH-2,02,2021,4617.391304347826,4598.823264046219
Tamil Nadu,RCH-2,03,2021,5429.166666666667,5441.266743580178
Tamil Nadu,RCH-2,04,2021,5538.888888888889,5564.798404031842
Tamil Nadu,RCH-2,05,2021,5660.6,5628.569504331453
Tamil Nadu,RCH-2,06,2021,5617.391304347826,5710.753670634922
Tamil Nadu,RCH-2,07,2021,5657.142857142857,5636.228670634921
Telangana,Cotton (Unginned),01,2021,5295.619607843138,5281.959850184875
Telangana,Cotton (Unginned),02,2021,5470.234375,5474.489816907591
Telangana,Cotton (Unginned),03,2021,5544.776119402985,5552.975806579992
Telangana,Cotton (Unginned),06,2021,5550.0,5641.842168122967
Telangana,Desi,03,2021,5377.0,5389.120215716889
