Production_Year,Month,States_In_Number,Variety_Rank,Modal Price
2021,2,5,57,5800.0
2021,2,5,57,5750.0
2021,2,5,57,5750.0
2021,2,5,57,5750.0
2021,2,5,57,5750.0
2021,2,5,57,5750.0
2021,2,5,57,5750.0
2021,2,5,57,5800.0
2021,2,5,57,5800.0
2021,2,5,57,5850.0
2021,2,5,57,5850.0
2021,2,5,57,5875.0
2021,2,5,57,5875.0
2021,2,5,57,5900.0
2021,2,5,57,5900.0
2021,2,5,57,5850.0
2021,2,5,57,5850.0
2021,3,5,57,5850.0
2021,3,5,57,5850.0
2021,3,5,57,5850.0
2021,3,5,57,5950.0
2021,3,5,57,5950.0
2021,3,5,57,5950.0
2021,3,5,57,5900.0
2021,3,5,57,5925.0
2021,3,5,57,5875.0
2021,3,5,57,5950.0
2021,3,5,57,6000.0
2021,3,5,57,5950.0
2021,3,5,57,6000.0
2021,3,5,57,6000.0
2021,3,5,57,5900.0
2021,3,5,57,6000.0
2021,3,5,57,5500.0
2021,3,5,57,5950.0
2021,4,5,57,5600.0
2021,4,5,57,5600.0
2021,4,5,57,5900.0
2021,4,5,57,5900.0
2021,1,5,64,5138.0
2021,1,5,64,5513.0
2021,1,5,64,5263.0
2021,1,5,64,5438.0
2021,1,5,64,5138.0
2021,1,5,64,5388.0
2021,1,5,64,5375.0
2021,1,5,64,5320.0
2021,1,5,64,5443.0
2021,1,5,64,5475.0
2021,1,5,64,5580.0
2021,1,5,64,5463.0
2021,1,5,64,5418.0
2021,1,5,64,5395.0
2021,1,5,64,5393.0
2021,2,5,64,5343.0
2021,2,5,64,5393.0
2021,2,5,64,5538.0
2021,2,5,64,5333.0
2021,2,5,64,5467.0
2021,2,5,64,5355.0
2021,2,5,64,5505.0
2021,2,5,64,5450.0
2021,2,5,64,5425.0
2021,2,5,64,5525.0
2021,2,5,64,5700.0
2021,2,5,64,5595.0
2021,2,5,64,5760.0
2021,2,5,64,5755.0
2021,2,5,64,5775.0
2021,3,5,64,5550.0
2021,3,5,64,5525.0
2021,3,5,64,5450.0
2021,3,5,64,5425.0
2021,3,5,64,5425.0
2021,3,5,64,5250.0
2021,3,5,64,5475.0
2021,3,5,64,5400.0
2021,3,5,64,5375.0
2021,3,5,64,5425.0
2021,3,5,64,5475.0
2021,3,5,64,5350.0
2021,3,5,64,5475.0
2021,3,5,64,5468.0
2021,3,5,64,5475.0
2021,3,5,64,5375.0
2021,3,5,64,5375.0
2021,3,5,64,5400.0
2021,3,5,64,5400.0
2021,3,5,64,5263.0
2021,4,5,64,5575.0
2021,4,5,64,5425.0
2021,4,5,64,5620.0
2021,4,5,64,5450.0
2021,1,5,64,5615.0
2021,1,5,64,5608.0
2021,1,5,64,5609.0
2021,1,5,64,5612.0
2021,1,5,64,5615.0
2021,1,5,64,5590.0
2021,1,5,64,5612.0
2021,1,5,64,5615.0
2021,1,5,64,5612.0
2021,1,5,64,5612.0
2021,1,5,64,5615.0
2021,1,5,64,5593.0
2021,1,5,64,5500.0
2021,1,5,64,5200.0
2021,1,5,64,5200.0
2021,1,5,64,5200.0
2021,1,5,64,5200.0
2021,1,5,64,5200.0
2021,1,5,64,5200.0
2021,1,5,64,5300.0
2021,1,5,64,5300.0
2021,1,5,64,5300.0
2021,1,5,64,5300.0
2021,1,5,64,5300.0
2021,1,5,64,5300.0
2021,1,5,64,5300.0
2021,1,5,64,5300.0
2021,1,5,64,5300.0
2021,1,5,64,5300.0
2021,2,5,64,5300.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,5500.0
2021,2,5,64,5500.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,5500.0
2021,2,5,64,5800.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,5800.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,6100.0
2021,2,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6200.0
2021,3,5,64,6300.0
2021,3,5,64,6000.0
2021,3,5,64,6200.0
2021,3,5,64,6200.0
2021,3,5,64,6200.0
2021,3,5,64,6200.0
2021,3,5,64,6000.0
2021,3,5,64,6200.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,4,5,64,6000.0
2021,4,5,64,6000.0
2021,4,5,64,6000.0
2021,4,5,64,6000.0
2021,4,5,64,6000.0
2021,4,5,64,6000.0
2021,4,5,64,6000.0
2021,4,5,64,6000.0
2021,4,5,64,6000.0
2021,4,5,64,6000.0
2021,4,5,64,6000.0
2021,4,5,64,6000.0
2021,4,5,64,6000.0
2021,4,5,64,5600.0
2021,4,5,64,5600.0
2021,4,5,64,5600.0
2021,4,5,64,5600.0
2021,4,5,64,5500.0
2021,4,5,64,5500.0
2021,4,5,64,5500.0
2021,5,5,64,5000.0
2021,1,5,64,5500.0
2021,1,5,64,5200.0
2021,1,5,64,5300.0
2021,1,5,64,5200.0
2021,1,5,64,5200.0
2021,1,5,64,5200.0
2021,1,5,64,5200.0
2021,1,5,64,5300.0
2021,1,5,64,5350.0
2021,1,5,64,5300.0
2021,1,5,64,5300.0
2021,1,5,64,5300.0
2021,1,5,64,5300.0
2021,1,5,64,5320.0
2021,2,5,64,5300.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,5500.0
2021,2,5,64,5500.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,6000.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,5800.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,6100.0
2021,2,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6200.0
2021,3,5,64,6200.0
2021,3,5,64,6200.0
2021,3,5,64,6200.0
2021,3,5,64,6200.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,4,5,64,6000.0
2021,4,5,64,6000.0
2021,4,5,64,6000.0
2021,4,5,64,6000.0
2021,4,5,64,6000.0
2021,4,5,64,5600.0
2021,4,5,64,5600.0
2021,1,5,64,5200.0
2021,1,5,64,5500.0
2021,1,5,64,5300.0
2021,1,5,64,5200.0
2021,1,5,64,5200.0
2021,1,5,64,5200.0
2021,1,5,64,5200.0
2021,1,5,64,5300.0
2021,1,5,64,5300.0
2021,1,5,64,5300.0
2021,1,5,64,5300.0
2021,1,5,64,5300.0
2021,1,5,64,5300.0
2021,1,5,64,5300.0
2021,1,5,64,5300.0
2021,2,5,64,5800.0
2021,2,5,64,5600.0
2021,2,5,64,5500.0
2021,2,5,64,5500.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,6000.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,5800.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,6100.0
2021,2,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6200.0
2021,3,5,64,6200.0
2021,3,5,64,6200.0
2021,3,5,64,6200.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,4,5,64,6000.0
2021,4,5,64,6000.0
2021,4,5,64,5600.0
2021,4,5,64,5600.0
2021,1,5,64,5500.0
2021,1,5,64,5200.0
2021,1,5,64,5300.0
2021,1,5,64,5200.0
2021,1,5,64,5200.0
2021,1,5,64,5200.0
2021,1,5,64,5200.0
2021,1,5,64,5200.0
2021,1,5,64,5250.0
2021,1,5,64,5300.0
2021,1,5,64,5300.0
2021,1,5,64,5300.0
2021,1,5,64,5300.0
2021,1,5,64,5300.0
2021,1,5,64,5300.0
2021,1,5,64,5300.0
2021,1,5,64,5350.0
2021,2,5,64,5300.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,5500.0
2021,2,5,64,5500.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,5800.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,5600.0
2021,2,5,64,6100.0
2021,2,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6200.0
2021,3,5,64,6200.0
2021,3,5,64,6000.0
2021,3,5,64,6200.0
2021,3,5,64,6200.0
2021,3,5,64,6200.0
2021,3,5,64,6200.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,3,5,64,6000.0
2021,4,5,64,6000.0
2021,4,5,64,6000.0
2021,4,5,64,6000.0
2021,4,5,64,6000.0
2021,4,5,64,6000.0
2021,4,5,64,6000.0
2021,4,5,64,6000.0
2021,4,5,64,6000.0
2021,4,5,64,5600.0
2021,4,5,64,5600.0
2021,4,5,64,5500.0
2021,1,5,64,5578.0
2021,1,5,64,5578.0
2021,1,5,64,5578.0
2021,1,5,64,5578.0
2021,1,5,64,5578.0
2021,1,5,64,5578.0
2021,1,5,64,5578.0
2021,1,5,64,5578.0
2021,1,5,64,5578.0
2021,1,5,64,5578.0
2021,1,5,64,5578.0
2021,2,5,64,5578.0
2021,2,5,64,5578.0
2021,2,5,64,5578.0
2021,2,5,64,5578.0
2021,2,5,64,5578.0
2021,2,5,64,5578.0
2021,2,5,64,5578.0
2021,1,5,57,4800.0
2021,1,5,57,4700.0
2021,1,5,64,4700.0
2021,1,5,64,4700.0
2021,1,5,64,4600.0
2021,3,9,70,5970.0
2021,3,9,70,5869.0
2021,3,9,70,6000.0
2021,3,9,70,5875.0
2021,3,9,70,5760.0
2021,3,9,70,5800.0
2021,3,9,70,5850.0
2021,3,9,70,5750.0
2021,3,9,70,5800.0
2021,3,9,70,5900.0
2021,3,9,70,5875.0
2021,3,9,70,4630.0
2021,3,9,70,6200.0
2021,3,9,70,6230.0
2021,3,9,70,6220.0
2021,3,9,70,6040.0
2021,3,9,70,6220.0
2021,3,9,70,6220.0
2021,3,9,70,6050.0
2021,3,9,70,6100.0
2021,3,9,70,6200.0
2021,3,9,70,6000.0
2021,3,9,70,6000.0
2021,4,9,70,6100.0
2021,4,4,46,5405.0
2021,4,4,46,5810.0
2021,4,4,46,5100.0
2021,4,4,46,5401.0
2021,4,4,46,5480.0
2021,4,4,46,5523.0
2021,5,4,46,5612.0
2021,6,4,46,5810.0
2021,6,4,46,5800.0
2021,1,4,72,5040.0
2021,1,4,72,4960.0
2021,1,4,72,5275.0
2021,1,4,72,5350.0
2021,1,4,72,5100.0
2021,1,4,72,5811.0
2021,1,4,72,5150.0
2021,2,4,72,6100.0
2021,3,4,72,5125.0
2021,3,4,72,6000.0
2021,3,4,72,4700.0
2021,3,4,72,6200.0
2021,3,4,72,6015.0
2021,4,4,72,5675.0
2021,5,4,72,5081.0
2021,5,4,72,5100.0
2021,5,4,72,5075.0
2021,1,4,74,6769.5
2021,1,4,74,5400.0
2021,1,4,74,6769.5
2021,1,4,74,6769.5
2021,1,4,74,6769.5
2021,2,4,74,6769.5
2021,2,4,74,6769.5
2021,1,4,57,5000.0
2021,1,4,58,5763.0
2021,1,4,58,5525.0
2021,1,4,58,4956.0
2021,1,4,58,5705.0
2021,1,4,58,5927.0
2021,1,4,58,5138.0
2021,1,4,58,5093.0
2021,1,4,58,5755.0
2021,1,4,58,5558.0
2021,1,4,58,5733.0
2021,1,4,58,5787.0
2021,1,4,58,5922.0
2021,1,4,58,5816.0
2021,2,4,58,5778.0
2021,2,4,58,5855.0
2021,2,4,58,6098.0
2021,2,4,58,5798.0
2021,2,4,58,6161.0
2021,2,4,58,6205.0
2021,2,4,58,5971.0
2021,2,4,58,5682.0
2021,2,4,58,5909.0
2021,2,4,58,5810.0
2021,2,4,58,5840.0
2021,3,4,58,5804.0
2021,3,4,58,5913.0
2021,3,4,58,5751.0
2021,3,4,58,5069.0
2021,3,4,58,5582.0
2021,3,4,58,5081.0
2021,3,4,58,5575.0
2021,3,4,58,4800.0
2021,3,4,58,5637.0
2021,3,4,58,5500.0
2021,3,4,58,5792.0
2021,3,4,58,5688.0
2021,3,4,58,5643.0
2021,3,4,58,5400.0
2021,4,4,58,5560.0
2021,4,4,58,5400.0
2021,4,4,58,5718.0
2021,4,4,58,5746.0
2021,4,4,58,5210.0
2021,4,4,58,5638.0
2021,4,4,58,5698.0
2021,4,4,58,5200.0
2021,4,4,58,5200.0
2021,4,4,58,5400.0
2021,4,4,58,5417.0
2021,4,4,58,5000.0
2021,4,4,58,5535.0
2021,4,4,58,5146.0
2021,4,4,58,5290.0
2021,5,4,58,5098.0
2021,5,4,58,4952.0
2021,5,4,58,5095.0
2021,5,4,58,5160.0
2021,5,4,58,5200.0
2021,5,4,58,4856.0
2021,5,4,58,5291.0
2021,6,4,58,5389.0
2021,6,4,58,5779.0
2021,1,4,74,6469.0
2021,1,4,46,4700.0
2021,1,4,46,4826.0
2021,1,4,46,5047.0
2021,1,4,46,5000.0
2021,1,4,46,4901.0
2021,1,4,46,4506.0
2021,1,4,46,4971.0
2021,2,4,46,4973.0
2021,2,4,46,4733.0
2021,2,4,46,5149.0
2021,3,4,46,5161.0
2021,3,4,46,5324.0
2021,1,4,58,4906.0
2021,1,4,58,5146.0
2021,1,4,58,5340.0
2021,1,4,58,5264.0
2021,1,4,58,5288.0
2021,1,4,58,5491.0
2021,1,4,58,5413.0
2021,2,4,58,5412.0
2021,2,4,58,5256.0
2021,2,4,58,5481.0
2021,2,4,58,5520.0
2021,2,4,58,5428.0
2021,2,4,58,5469.0
2021,2,4,58,5566.0
2021,2,4,58,5592.0
2021,3,4,58,5500.0
2021,3,4,58,5442.0
2021,3,4,58,5374.0
2021,3,4,58,5370.0
2021,3,4,58,5491.0
2021,3,4,58,5512.0
2021,3,4,58,5444.0
2021,4,4,58,5256.0
2021,4,4,58,5305.0
2021,4,4,58,5316.0
2021,4,4,58,5319.0
2021,4,4,58,5253.0
2021,4,4,58,5238.0
2021,4,4,58,5433.0
2021,4,4,58,4890.0
2021,5,4,58,5001.0
2021,6,4,58,4500.0
2021,1,4,66,5399.0
2021,1,4,66,5397.0
2021,1,4,66,5528.0
2021,1,4,66,5572.0
2021,1,4,66,5683.0
2021,1,4,66,5785.0
2021,1,4,66,5811.0
2021,1,4,66,5805.0
2021,1,4,66,5812.0
2021,1,4,66,5831.0
2021,1,4,66,5854.0
2021,1,4,66,5808.0
2021,1,4,66,5807.0
2021,1,4,66,5770.0
2021,1,4,66,5807.0
2021,1,4,66,5857.0
2021,1,4,66,5954.0
2021,1,4,66,5958.0
2021,1,4,66,5861.0
2021,1,4,66,5757.0
2021,1,4,66,5760.0
2021,2,4,66,5736.0
2021,2,4,66,5779.0
2021,2,4,66,5753.0
2021,2,4,66,5825.0
2021,2,4,66,5988.0
2021,2,4,66,5971.0
2021,2,4,66,6094.0
2021,2,4,66,6245.0
2021,2,4,66,6237.0
2021,2,4,66,6128.0
2021,2,4,66,6157.0
2021,2,4,66,6192.0
2021,2,4,66,5952.0
2021,2,4,66,6069.0
2021,2,4,66,6118.0
2021,2,4,66,5999.0
2021,2,4,66,6202.0
2021,2,4,66,6060.0
2021,2,4,66,6150.0
2021,2,4,66,6245.0
2021,2,4,66,6247.0
2021,2,4,66,6132.0
2021,3,4,66,6030.0
2021,3,4,66,6242.0
2021,3,4,66,6259.0
2021,3,4,66,6148.0
2021,3,4,66,6059.0
2021,3,4,66,6069.0
2021,3,4,66,6036.0
2021,3,4,66,6018.0
2021,3,4,66,6045.0
2021,3,4,66,5961.0
2021,3,4,66,5966.0
2021,3,4,66,5852.0
2021,3,4,66,6111.0
2021,3,4,66,6097.0
2021,3,4,66,6096.0
2021,3,4,66,5802.0
2021,3,4,66,5638.0
2021,3,4,66,5676.0
2021,3,4,66,5556.0
2021,3,4,66,5753.0
2021,3,4,66,5569.0
2021,3,4,66,5111.0
2021,3,4,66,5269.0
2021,3,4,66,4896.0
2021,4,4,66,5295.0
2021,4,4,66,5598.0
2021,4,4,66,5608.0
2021,4,4,66,5687.0
2021,4,4,66,5761.0
2021,4,4,66,6043.0
2021,4,4,66,5848.0
2021,4,4,66,5401.0
2021,4,4,66,5744.0
2021,4,4,66,6026.0
2021,4,4,66,5974.0
2021,4,4,66,5894.0
2021,4,4,66,5743.0
2021,4,4,66,5712.0
2021,4,4,66,5947.0
2021,4,4,66,5725.0
2021,5,4,66,5960.0
2021,6,4,66,6220.0
2021,6,4,66,6421.0
2021,6,4,66,6616.0
2021,6,4,66,6769.5
2021,6,4,66,6745.0
2021,6,4,66,6769.5
2021,4,4,29,5500.0
2021,1,4,74,5568.0
2021,1,4,74,5586.0
2021,1,4,74,5740.0
2021,3,4,74,5940.0
2021,1,4,74,4969.0
2021,1,4,74,5347.0
2021,1,4,74,5682.0
2021,1,4,74,5139.0
2021,1,4,74,5650.0
2021,1,4,74,5427.0
2021,1,4,74,5491.0
2021,1,4,74,5858.0
2021,1,4,74,5434.0
2021,1,4,74,5496.0
2021,1,4,74,5333.0
2021,2,4,74,5240.0
2021,2,4,74,5486.0
2021,2,4,74,5691.0
2021,2,4,74,5837.0
2021,2,4,74,5735.0
2021,2,4,74,5813.0
2021,2,4,74,5923.0
2021,2,4,74,5617.0
2021,2,4,74,5808.0
2021,2,4,74,6070.0
2021,2,4,74,6105.0
2021,3,4,74,6050.0
2021,3,4,74,5831.0
2021,3,4,74,6193.0
2021,3,4,74,5544.0
2021,3,4,74,5506.0
2021,3,4,74,5652.0
2021,3,4,74,5908.0
2021,3,4,74,6309.0
2021,3,4,74,5981.0
2021,3,4,74,6583.0
2021,3,4,74,5585.0
2021,3,4,74,5343.0
2021,4,4,74,5773.0
2021,4,4,74,5660.0
2021,4,4,74,5731.0
2021,4,4,74,5904.0
2021,4,4,74,6080.0
2021,4,4,74,6041.0
2021,4,4,74,6261.0
2021,4,4,74,6645.0
2021,5,4,74,5428.0
2021,5,4,74,4421.5
2021,1,4,29,4830.0
2021,1,4,29,5721.0
2021,1,4,29,5480.0
2021,1,4,29,4421.5
2021,1,4,29,5810.0
2021,1,4,29,5420.0
2021,1,4,29,4620.0
2021,1,4,29,5110.0
2021,2,4,29,5519.0
2021,2,4,29,5830.0
2021,2,4,29,5440.0
2021,2,4,29,5449.0
2021,2,4,29,5454.0
2021,2,4,29,5676.0
2021,2,4,29,5380.0
2021,2,4,29,5130.0
2021,3,4,29,5360.0
2021,3,4,29,4649.0
2021,3,4,29,5800.0
2021,3,4,29,6769.5
2021,3,4,29,5550.0
2021,3,4,29,5619.0
2021,3,4,29,4760.0
2021,4,4,29,5011.0
2021,4,4,29,5020.0
2021,4,4,29,4569.0
2021,4,4,29,5440.0
2021,4,4,29,5380.0
2021,3,4,8,6000.0
2021,3,4,8,5269.0
2021,1,4,58,5000.0
2021,1,4,58,5100.0
2021,1,4,58,5000.0
2021,1,4,58,5400.0
2021,1,4,58,5350.0
2021,1,4,58,5200.0
2021,1,4,58,5300.0
2021,1,4,58,5200.0
2021,1,4,58,5400.0
2021,1,4,58,5600.0
2021,1,4,58,6000.0
2021,1,4,58,5800.0
2021,1,4,58,5800.0
2021,1,4,58,5800.0
2021,1,4,58,5300.0
2021,1,4,58,6000.0
2021,1,4,58,5600.0
2021,2,4,58,5600.0
2021,2,4,58,5550.0
2021,2,4,58,5900.0
2021,2,4,58,6769.5
2021,2,4,58,6125.0
2021,2,4,58,6769.5
2021,2,4,58,5725.0
2021,2,4,58,5800.0
2021,2,4,58,5700.0
2021,2,4,58,6769.5
2021,2,4,58,6769.5
2021,2,4,58,6769.5
2021,2,4,58,6100.0
2021,2,4,58,5400.0
2021,2,4,58,5500.0
2021,2,4,58,6200.0
2021,2,4,58,6550.0
2021,2,4,58,5900.0
2021,2,4,58,6300.0
2021,2,4,58,5500.0
2021,2,4,58,5500.0
2021,3,4,58,5500.0
2021,3,4,58,6300.0
2021,3,4,58,5850.0
2021,3,4,58,5500.0
2021,3,4,58,6300.0
2021,3,4,58,5555.0
2021,3,4,58,5500.0
2021,3,4,58,5800.0
2021,3,4,58,5600.0
2021,3,4,58,5500.0
2021,3,4,58,5400.0
2021,3,4,58,5700.0
2021,3,4,58,5500.0
2021,3,4,58,5400.0
2021,3,4,58,5500.0
2021,3,4,58,5400.0
2021,3,4,58,5500.0
2021,3,4,58,5500.0
2021,3,4,58,5300.0
2021,3,4,58,5250.0
2021,3,4,58,5500.0
2021,3,4,58,5400.0
2021,4,4,58,5000.0
2021,4,4,58,4850.0
2021,4,4,58,4750.0
2021,4,4,58,5500.0
2021,4,4,58,5500.0
2021,4,4,58,5300.0
2021,4,4,58,5300.0
2021,4,4,58,5300.0
2021,4,4,58,4421.5
2021,4,4,58,5150.0
2021,4,4,58,5250.0
2021,4,4,58,5000.0
2021,4,4,58,5150.0
2021,4,4,58,4800.0
2021,4,4,58,4800.0
2021,4,4,58,5300.0
2021,5,4,58,5400.0
2021,5,4,58,5200.0
2021,5,4,58,5600.0
2021,5,4,58,4800.0
2021,5,4,58,5050.0
2021,5,4,58,5200.0
2021,5,4,58,5200.0
2021,6,4,58,5300.0
2021,6,4,58,5050.0
2021,1,4,58,5380.0
2021,1,4,58,5399.0
2021,1,4,58,5484.0
2021,1,4,58,5471.0
2021,1,4,58,5648.0
2021,1,4,58,5533.0
2021,2,4,58,5333.0
2021,2,4,58,6088.0
2021,2,4,58,6052.0
2021,2,4,58,6238.0
2021,3,4,58,5077.0
2021,3,4,58,6247.0
2021,4,4,58,5195.0
2021,4,4,58,5502.0
2021,4,4,58,5565.0
2021,4,4,58,5502.0
2021,4,4,58,5455.0
2021,4,4,58,5520.0
2021,4,4,58,5531.0
2021,4,4,58,5569.0
2021,4,4,58,5526.0
2021,5,4,58,5556.0
2021,1,4,58,5209.0
2021,1,4,58,5431.0
2021,1,4,58,5339.0
2021,1,4,58,5351.0
2021,1,4,58,5209.0
2021,1,4,58,5369.0
2021,1,4,58,5475.0
2021,1,4,58,5574.0
2021,1,4,58,4749.0
2021,1,4,58,5700.0
2021,1,4,58,5150.0
2021,1,4,58,5300.0
2021,1,4,58,5481.0
2021,1,4,58,5509.0
2021,1,4,58,5550.0
2021,1,4,58,5009.0
2021,2,4,58,5509.0
2021,2,4,58,4421.5
2021,2,4,58,5300.0
2021,2,4,58,5170.0
2021,2,4,58,5309.0
2021,2,4,58,5520.0
2021,2,4,58,4809.0
2021,2,4,58,4421.5
2021,2,4,58,4421.5
2021,3,4,58,4421.5
2021,3,4,58,4421.5
2021,3,4,58,4421.5
2021,3,4,58,4421.5
2021,3,4,58,5000.0
2021,3,4,58,4421.5
2021,3,4,58,4809.0
2021,3,4,58,5000.0
2021,3,4,58,4421.5
2021,3,4,58,4421.5
2021,3,4,58,4421.5
2021,3,4,58,4421.5
2021,3,4,58,4609.0
2021,3,4,58,4421.5
2021,4,4,58,4600.0
2021,4,4,58,4421.5
2021,4,4,58,4421.5
2021,4,4,58,4421.5
2021,4,4,58,4421.5
2021,4,4,58,4900.0
2021,4,4,58,4600.0
2021,4,4,58,4719.0
2021,4,4,58,4449.0
2021,4,4,58,4500.0
2021,1,4,74,4421.5
2021,1,4,58,5450.0
2021,1,4,58,5450.0
2021,1,4,58,5550.0
2021,2,4,58,6000.0
2021,2,4,58,6300.0
2021,2,4,58,6170.0
2021,2,4,58,6350.0
2021,3,4,58,6300.0
2021,3,4,58,6500.0
2021,4,4,58,5400.0
2021,4,4,58,5900.0
2021,4,4,58,5500.0
2021,4,4,58,6000.0
2021,1,4,58,5084.0
2021,1,4,58,5020.0
2021,1,4,58,4935.0
2021,1,4,58,5201.0
2021,1,4,58,5225.0
2021,1,4,58,5255.0
2021,1,4,58,4758.0
2021,1,4,58,5501.0
2021,1,4,58,5278.0
2021,1,4,58,5201.0
2021,1,4,58,5622.0
2021,1,4,58,5696.0
2021,2,4,58,5369.0
2021,2,4,58,5363.0
2021,2,4,58,5293.0
2021,2,4,58,5680.0
2021,2,4,58,5401.0
2021,2,4,58,5376.0
2021,2,4,58,5575.0
2021,2,4,58,5818.0
2021,3,4,58,5513.0
2021,3,4,58,5676.0
2021,3,4,58,5551.0
2021,3,4,58,5601.0
2021,3,4,58,5667.0
2021,3,4,58,5613.0
2021,3,4,58,5808.0
2021,3,4,58,5701.0
2021,3,4,58,5526.0
2021,3,4,58,5501.0
2021,3,4,58,5378.0
2021,4,4,58,5027.0
2021,4,4,58,5127.0
2021,4,4,58,4901.0
2021,4,4,58,5526.0
2021,4,4,58,5301.0
2021,4,4,58,4922.0
2021,4,4,58,5551.0
2021,4,4,58,5334.0
2021,4,4,58,4751.0
2021,4,4,58,5551.0
2021,3,4,14,5501.0
2021,3,4,14,4511.0
2021,3,4,14,5504.0
2021,4,4,14,5514.0
2021,4,4,14,5551.0
2021,4,4,14,5551.0
2021,4,4,14,5570.0
2021,4,4,14,5492.0
2021,4,4,14,5600.0
2021,4,4,14,5650.0
2021,4,4,14,5561.0
2021,4,4,14,5501.0
2021,1,4,58,5100.0
2021,1,4,58,5100.0
2021,1,4,58,5408.0
2021,1,4,58,5100.0
2021,1,4,58,5200.0
2021,1,4,58,5300.0
2021,1,4,58,5100.0
2021,1,4,58,5300.0
2021,1,4,58,5239.0
2021,1,4,58,5528.0
2021,1,4,58,5500.0
2021,1,4,58,5400.0
2021,1,4,58,5400.0
2021,1,4,58,5594.0
2021,1,4,58,5515.0
2021,1,4,58,5400.0
2021,1,4,58,5505.0
2021,1,4,58,5507.0
2021,1,4,58,5400.0
2021,1,4,58,5625.0
2021,2,4,58,5417.0
2021,2,4,58,5474.0
2021,2,4,58,5400.0
2021,2,4,58,5000.0
2021,2,4,58,5400.0
2021,2,4,58,5200.0
2021,2,4,58,5300.0
2021,2,4,58,5300.0
2021,2,4,58,5500.0
2021,2,4,58,5625.0
2021,2,4,58,5543.0
2021,2,4,58,5650.0
2021,2,4,58,5300.0
2021,2,4,58,5300.0
2021,2,4,58,5465.0
2021,2,4,58,5666.0
2021,2,4,58,5300.0
2021,2,4,58,5500.0
2021,2,4,58,5922.0
2021,2,4,58,5543.0
2021,2,4,58,5700.0
2021,2,4,58,5650.0
2021,3,4,58,5700.0
2021,3,4,58,5983.0
2021,3,4,58,5700.0
2021,3,4,58,5300.0
2021,3,4,58,5700.0
